FIPS,AveBMI,AvePM,NumTot,MedHVal,MedHInc,PerAsianAm,PerBlack,PerLatinx,PerWhite,FemaleUnemp,MaleUnemp,LTHS,State,ClimateRegion
21009,27.428681602538973,11.490598,31957,96400,38374,0.004067966329755609,0.03848921988922615,0.020684044184372752,0.9282160403041587,6.4,6.4,21.3,KY,ohio_valley
42059,28.845559256991656,11.629545037391665,31006,81800,40498,0.0025801457782364703,0.03899245307359866,0.012062181513255499,0.9373024575888538,5,6.7,13.7,PA,northeast
18021,30.393299861503674,12.531853537165379,20449,87100,44666,0.0018582815785612987,0.0032764438358843955,0.009193603599198005,0.9773094038828305,4.5,7.2,22.5,IN,ohio_valley
17061,26.97616205234126,11.133929,10688,72000,41450,8.420658682634731e-4,0.010479041916167664,0.007391467065868264,0.9749251497005988,5,5.4,29.6,IL,ohio_valley
41017,26.47726924907523,4.535184999999999,121512,314400,53071,0.00906083349792613,0.0028145368358680626,0.057549871617618015,0.9069639212588058,6.9,9.4,14.5,OR,northwest
08083,26.131167422041496,5.923729,19536,191500,44103,0.004248566748566748,0.0015868140868140867,0.09101146601146601,0.7912059787059788,NA,NA,23.2,NA,NA
37161,27.281285847555598,10.333058,52586,101100,35364,0.004069524207964097,0.0974974327767847,0.027459780169626895,0.8609706005400677,10.9,11.7,23,NC,southeast
13195,32.956122496168696,11.380583,21246,128100,41343,0.00630706956603596,0.08175656594182434,0.030217452696978255,0.872823119646051,6.5,7.2,29.6,GA,southeast
54033,28.03589231990967,11.977187581143738,53927,95500,39191,0.00437628646132735,0.015483894894950582,0.011404305820831866,0.9573126634153578,5.8,7.4,24.2,WV,ohio_valley
20209,29.054510924540722,9.840549249661038,113070,97600,38503,0.023083045900769435,0.24404351286813478,0.22132307420182187,0.4888476165207394,11.1,11,27.5,KS,south
19113,27.335024989078683,10.52360634817756,159379,136400,53674,0.01735485854472672,0.03190508159795205,0.02100025724844553,0.9168083624567854,4.1,4.8,11.7,IA,upper_midwest
51171,27.33292926992575,10.240164,32764,216200,50171,0.005158100354047125,0.01584055670858259,0.04755219142961788,0.9220180686118911,5.6,4.1,11.1,VA,southeast
04013,27.020132874778344,8.16913716855461,2809256,238600,55054,0.03480743655971545,0.044767369011581716,0.24709353650931065,0.6428196647083783,NA,NA,20.9,NA,NA
24013,27.376882609634688,10.29413164008069,125897,350900,81621,0.013638132759319126,0.03148605606170123,0.02220863086491338,0.9227384290332573,2.7,3.5,7.9,MD,northeast
54079,27.999476904635095,12.527001637751303,42362,135200,52618,0.0065152731221377646,0.00755393985175393,0.006822151928615268,0.9704452103300127,3,4,15.3,WV,ohio_valley
25013,27.74288604770934,8.861819696900914,353605,200500,47724,0.018201100097566494,0.0732427426082776,0.16968085858514445,0.7253545622940852,7.1,10.1,19.5,MA,northeast
05087,27.02416212087669,11.139831,11916,97700,36502,0.004615642833165492,0.001426653239342061,0.03709298422289359,0.9346257133266197,NA,NA,18.3,NA,NA
17131,31.238422271644353,12.732492868602433,12714,102800,50909,0.0025955639452571967,0.0025955639452571967,0.012977819726285984,0.9765612710397986,6.5,4.7,10.3,IL,ohio_valley
51127,27.68841639685129,9.58543083864035,14328,251000,70590,0.008863763260748185,0.13874930206588498,0.016122278056951423,0.8106504745951982,4,5.1,16,VA,southeast
28161,30.340229302614354,9.789916,9656,61700,29911,0.0014498757249378626,0.35490886495443247,0.009527754763877383,0.6276926263463132,10,13.1,33.3,MS,south
17099,28.173491726965597,9.445133,87706,125500,51705,0.006441976603653114,0.019097895240918525,0.062264839349645405,0.9043508995963788,7.4,10,17.6,IL,ohio_valley
51073,29.293827598967596,9.456443972646573,28718,228100,59331,0.0076607006058917754,0.08834180653248834,0.021171390765373634,0.8657288111985514,3.2,3.8,21.9,VA,southeast
21227,27.529058519146897,11.490598,87880,135400,43954,0.02485207100591716,0.08781292671825217,0.035798816568047336,0.8382111970869367,6.5,7.8,7.8,KY,ohio_valley
17165,30.748003483122304,11.268333,19209,69400,35644,0.003696184080378989,0.032693008485605704,0.009943255765526576,0.9398198760997449,7,7.4,22.5,IL,ohio_valley
42087,27.353427145292997,9.01108,35898,92500,37539,0.0035656582539417237,0.0048470666889520305,0.007187029918101287,0.9771853585157948,6.1,8.1,30.7,PA,northeast
54051,30.25675778161122,13.998235823239872,26215,77900,34419,0.0036238794583253863,0.004768262445164982,0.0071333206179668126,0.9780278466526797,6.6,9.4,22.2,WV,ohio_valley
26065,29.62315287490038,8.859821,222296,137900,45808,0.052646021520855076,0.10260193615719582,0.05879547990067298,0.7610168424083205,6.5,9.6,6.4,MI,upper_midwest
54081,28.515634987539915,10.329167,62479,88000,38036,0.00981129659565614,0.08196353974935579,0.011667920421261543,0.8835128603210679,5.5,6.1,16.1,WV,ohio_valley
17111,26.993307927215504,10.552554909428771,224585,249700,76482,0.024195738807133157,0.008829619075183115,0.09435180443929915,0.8641761471157914,6.3,7,14.7,IL,ohio_valley
05051,26.77130130897977,11.012397,75931,126900,36844,0.007085380147765735,0.07101183969656662,0.03791600268664972,0.8652855882314207,NA,NA,27.5,NA,NA
34001,27.64596357013706,8.74960030154107,210661,264400,54766,0.0731364609491078,0.1420671125647367,0.14450705161373012,0.6240879897085839,7.1,9.4,11.1,NJ,northeast
13207,30.89982711132582,13.768545999999999,20471,152400,48297,0.007815934736944946,0.23472229006887793,0.017146206829172977,0.7311318450490938,6,5.2,29.2,GA,southeast
48409,28.701236698239438,10.197222,46529,88300,45189,0.008661265017515957,0.01427066990479056,0.50289067033463,0.46368931204195235,6.4,6.7,17.5,TX,south
42027,26.991037408077645,9.01108,129478,175800,47016,0.05404006858307975,0.03091644912649253,0.02430528738472945,0.8781337370055144,4.7,5.6,5.2,PA,northeast
39045,28.22955347070836,12.733051,107747,167200,56796,0.010153414944267589,0.05282745691295349,0.013596666264489963,0.9109673587199644,5.5,6.2,20.6,OH,ohio_valley
21017,26.15717500850267,12.096231216435696,15172,137700,40849,0.002636435539151068,0.05978117585025046,0.054376482994990774,0.8741102030055365,7.2,8.5,28.7,KY,ohio_valley
18119,27.9844400793814,11.224770999999999,16564,95700,44285,0.0028374788698382033,0.0027167350881429604,0.007727602028495532,0.9774209128229896,6.8,7.1,29.9,IN,ohio_valley
27027,27.94652601031041,8.448333,45255,146100,50057,0.015865650204397303,0.012727875372886974,0.026118660921445144,0.9232350016572755,2.7,5.1,6.1,MN,upper_midwest
28145,29.13187643534861,11.962392999999999,20144,78600,35928,0.0015389197776012708,0.13706314535345512,0.036785146942017476,0.8175635424940428,7.3,6.1,26.2,MS,south
17127,24.181436468933505,11.436283,11911,81800,41077,0.0030224162538829654,0.05759382083788095,0.012341533036688775,0.9147006968348586,3.4,7.5,15.8,IL,ohio_valley
05085,28.34069825404325,12.207905967356293,49525,117900,50757,0.007632508833922262,0.057768803634528014,0.025906108026249368,0.8933669863705199,NA,NA,22.1,NA,NA
21211,28.23174256021981,11.379508,31631,169500,55296,0.0052480161866523345,0.07236571717618792,0.07416774683064083,0.8359204577787613,5,6.2,26.7,KY,ohio_valley
06061,25.88047334247472,4.758696,263347,427600,74447,0.05685274561699962,0.012846168743141179,0.10829058238749635,0.7912981731327868,NA,NA,12.6,NA,NA
06057,25.70789958808059,4.758696,79658,444100,57121,0.011925983579803661,0.0031886313992317158,0.0695347611037184,0.8870044439980919,NA,NA,12.4,NA,NA
37033,28.98185560104256,10.277337859456818,18830,97500,36927,0.0022304832713754648,0.34285714285714286,0.025225703664365374,0.6181093998937865,11.9,13.4,30.6,NC,southeast
47163,28.567486435343152,10.830508,124530,110500,39957,0.005340078695896571,0.019842608206857786,0.011659841002168152,0.9530554886372762,7,7.2,16.8,TN,ohio_valley
12039,29.361451931949105,9.727869,35184,104500,35728,0.005286493860845839,0.5308378808549341,0.07568781264211005,0.3785527512505684,8.4,11.4,35.9,FL,southeast
18095,29.090554579185188,12.146191169454555,101247,96300,43256,0.00421740891088131,0.0802394145011704,0.0239710806246111,0.8813100635080545,7.5,10,24.3,IN,ohio_valley
39037,30.47952648293171,11.969166999999999,39746,114600,44280,0.0028430533890202786,0.0036481658531676143,0.00903235545715292,0.9769536557137826,8.1,8.1,16.6,OH,ohio_valley
24031,26.011795723664278,9.445546992474512,738247,482900,93373,0.14169376915856075,0.16061020227647385,0.15719535602582876,0.5174135485819786,5,4.7,15.2,MD,northeast
08013,25.427743141774506,6.390727789876324,231813,353300,64839,0.040316979634446734,0.007730368874912106,0.1086047805774482,0.8245007829586779,NA,NA,7.2,NA,NA
33013,27.45591712458038,7.39882563261976,114499,243600,63012,0.014480475812015826,0.008742434431741762,0.01233198543218718,0.9526808094393837,4,5.3,13,NH,northeast
46011,27.31587530808058,8.687287999999999,25927,138300,45134,0.026767462490839666,0.007521116982296448,0.016392178038338413,0.9324642264820457,2.8,3.3,3.4,SD,rockies
17163,28.84909387732913,12.811289861224138,201468,122400,48562,0.012721623285087458,0.27981614946294203,0.027269839378958445,0.6651031429308872,7.4,8.6,17.4,IL,ohio_valley
36103,26.972465288780278,7.767221999999999,1135680,424200,84506,0.033583403775711465,0.06516800507185122,0.14882273175542407,0.7395745280360665,5.2,5.3,12.2,NY,northeast
18113,28.870890103190114,10.564286,34686,112600,45818,0.0034596090641757483,0.0033154586865017585,0.07366084299140864,0.9113475177304965,8.7,7.8,27.8,IN,ohio_valley
01111,28.082653269288905,10.536283,17440,88100,34593,0.002408256880733945,0.1890481651376147,0.0213302752293578,0.7762614678899082,NA,NA,26.4,NA,NA
39165,25.584841875251502,11.996460973601332,154218,194700,71274,0.034918102945181495,0.03550169240944637,0.01787729058864724,0.9014187708309017,5.8,5.3,19.7,OH,ohio_valley
55087,28.193635412857436,9.758823999999999,132271,153500,55914,0.02442712310332575,0.008013850352685018,0.027693145133853982,0.9176917086889794,4.5,5.5,13.8,WI,upper_midwest
06077,28.154283278805877,8.876786,484582,318600,54341,0.1415611805638674,0.07010784552459645,0.340580128853321,0.4110573649041855,NA,NA,23.8,NA,NA
05063,26.401666824918216,11.014166999999999,27855,82400,34625,0.006677436725901992,0.018057799317896247,0.04580865194758571,0.9158858373721055,NA,NA,12.3,NA,NA
21067,27.288503219627774,12.079748456049153,233170,159200,47469,0.03121756658232191,0.13217823905305143,0.05744306728996011,0.7635544881416992,5.5,6,10.4,KY,ohio_valley
51730,28.991279356397005,9.717241192764781,25713,115900,36449,0.00840042002100105,0.7701162835919574,0.03266830008167075,0.1730253179325633,13.5,14.1,26.6,VA,southeast
19157,26.926577752206665,8.063094999999999,14962,108900,50998,0.014570244619703248,0.010292741612083945,0.021588022991578665,0.9409838256917524,3.7,5.1,5.6,IA,upper_midwest
12111,28.354743211151796,7.605217,215781,177200,45196,0.014968880485306863,0.16408766295456967,0.14063796163703013,0.6641965696701748,11.4,10.5,25.8,FL,southeast
29165,27.429319783976084,10.262846105122486,67326,185100,65948,0.022888631435106794,0.0534860232302528,0.04099456376437038,0.8621186465852717,4.9,3.4,11.1,MO,ohio_valley
21059,26.4083282632616,12.87423191781798,73051,106400,42821,0.00633803780920179,0.04440733186404019,0.01961643235547768,0.9207676828517063,5.9,6.1,15.7,KY,ohio_valley
16027,28.445837237810483,5.715926886142849,129431,151300,43218,0.0086841637629316,0.0040871197781057085,0.19582634762923876,0.7688652641175607,7.8,9.3,24.3,ID,northwest
06063,24.897384480663224,7.235467454160148,16406,289100,44000,0.006156284286236742,0.008777276606119712,0.06461050835060343,0.8763866877971473,NA,NA,29.3,NA,NA
54041,27.757751675643075,11.963963999999999,12975,87400,33293,0.0033140655105973024,0.003391136801541426,0.005472061657032755,0.9784200385356455,5.2,6.9,20.6,WV,ohio_valley
51191,28.199503998886353,10.830508,44122,126100,40422,0.0032863424142151308,0.012624087756674675,0.011150899777888582,0.9660033543357055,5.6,6.2,10,VA,southeast
31043,28.506224447345723,10.66,14688,97800,43729,0.030433006535947712,0.030705337690631808,0.28274782135076254,0.6279956427015251,3.8,4.4,22.9,NE,rockies
51700,29.48185932529051,9.189894633858726,136806,198500,49562,0.029216554829466543,0.37487390903907725,0.0659766384515299,0.5010745142756896,7.5,6.4,9.9,VA,southeast
42071,27.644411408761833,11.647661,390430,184400,54765,0.018074943011551367,0.029073073278180466,0.07102937786543043,0.8724406423686705,4.8,5.1,18.9,PA,northeast
26163,28.678762835918896,10.400382480071556,1358789,121100,42241,0.02409130483099289,0.3918709968950293,0.043518898077626475,0.5215997480109127,13.5,16.4,21.9,MI,upper_midwest
29510,27.5866546906743,13.146592214778568,251755,122200,33652,0.031125498997040774,0.44810629381740186,0.031423407678099737,0.47064805068419696,11.2,12.1,18.6,MO,ohio_valley
37045,29.344867559425065,10.826271,75080,103300,38208,0.007538625466169419,0.19376664890783166,0.022109749600426214,0.7670351624933405,10.3,11.6,21,NC,southeast
18181,28.2178931741718,11.672222,18683,111000,45891,0.003265000267622973,0.0016592624310870845,0.05084836482363646,0.9347535192420917,7.5,7.6,22.8,IN,ohio_valley
22077,24.93844646732288,9.30339,17327,108600,41177,0.0020199688347665493,0.3418364402377792,0.018064292722340856,0.6288451549604663,5.7,5.7,36.5,LA,south
12081,27.119799180554143,7.052586,256550,214000,47812,0.015626583511985967,0.07194309101539662,0.1176261937244202,0.783640615864354,7.5,8.8,25.2,FL,southeast
45083,27.459317747638742,11.405439715463285,214857,116300,42680,0.018630996430183795,0.19797819014507323,0.04711505792224596,0.7261480891942083,8.9,7.7,18.3,SC,southeast
26099,27.894179614817034,9.076893466672027,647323,157000,53996,0.028007656146931285,0.07539976178816449,0.01832933481430445,0.8627532159370206,9.9,11.5,14.4,MI,upper_midwest
21235,28.797707910512116,12.831667,27128,64400,28122,0.0033176054261279857,0.006524624004718372,0.007003833677381303,0.9716897670303746,4,13.1,16.5,KY,ohio_valley
34039,26.890079751891076,9.616343620214147,405241,397200,66791,0.04611330048045484,0.20344437014023753,0.2608867315992212,0.47438684634575473,8.1,7.7,17.3,NJ,northeast
37191,28.0163646691095,10.638333,92139,104800,41224,0.0122966387740262,0.30437708245151346,0.0793040949000966,0.5888820152161408,9,8,22.4,NC,southeast
01089,28.120307873916257,11.585833,255321,155600,55851,0.02447898919399501,0.23072916054691936,0.039855711046094915,0.6811660615460537,NA,NA,17.6,NA,NA
21123,27.46449844937645,11.861345,10818,97200,38891,0.0015714549824366797,0.031244222591976335,0.019966722129783693,0.9360325383619893,7.8,6.7,19.9,KY,ohio_valley
40121,28.233433774336504,9.840983999999999,35717,83000,39245,0.0038917042304784837,0.035725284878349244,0.03152560405409189,0.7576224206960271,3.9,3.4,30.4,OK,south
37011,28.442645325008005,9.389570879217153,14738,155100,34918,0.002849776089021577,0.046139231917492196,0.03813271814357443,0.9025647984801194,3.3,10,11.9,NC,southeast
39135,25.57973606176044,12.12093560322703,32032,123500,49780,0.00359015984015984,0.0037774725274725275,0.004214535464535465,0.9779595404595405,6.9,7.5,18.7,OH,ohio_valley
18011,26.38879871088542,13.996011,40723,174300,68594,0.015519485303145642,0.008250865604204013,0.01728752793261793,0.9504948063747759,3.5,3.5,25.7,IN,ohio_valley
48135,28.80524906597769,7.068518999999999,97322,75500,45815,0.007696101600871334,0.04048416596453012,0.474044923038984,0.4651055259859025,5.7,4.8,26.7,TX,south
55133,27.11106758139207,11.712877936339453,296081,262200,75064,0.024628395607958632,0.009946602450005235,0.032038529996858967,0.9250813122084834,3.7,5,10,WI,upper_midwest
36063,27.279879272160084,8.793662648322616,169979,97600,45964,0.008212779225669053,0.060848693073850296,0.016554986204178165,0.8943398890451173,5.6,8,14.7,NY,northeast
01077,29.31864373336251,10.546956999999999,72727,107400,39345,0.0077825291844844414,0.09409160284351066,0.01735256507211902,0.8687420077825292,NA,NA,15.8,NA,NA
12095,27.51303394288894,7.469854546765393,875809,228600,50138,0.05009083030660795,0.18012374844286824,0.25152173590360455,0.4950268837155133,7.7,8.7,15.5,FL,southeast
51145,26.0589649360301,9.658678,21569,279300,73593,0.004450832212898141,0.14789744540776115,0.014975195882980203,0.82312578237285,3.6,2.2,39.3,VA,southeast
37025,28.385883543400148,11.260649880536942,129230,164100,53928,0.0182929660295597,0.14054012226263252,0.07523794784492766,0.7536794861874178,8.6,8.7,17.2,NC,southeast
19139,28.555088417815696,12.687214439750669,31581,120300,51025,0.007694499857509262,0.010132674709477218,0.12555017257211615,0.8479148855324404,8,5.4,23.2,IA,upper_midwest
51165,27.2610265207719,11.233425923131247,58242,192900,49930,0.005185261495140964,0.015847670066275195,0.0404690772981697,0.9303938738367501,3.8,3.6,16.3,VA,southeast
51031,28.92870780558037,9.804274,42798,134000,43478,0.009065844198327025,0.14063741296322257,0.014930604233842702,0.8234964250665919,4.7,5.8,16,VA,southeast
21215,29.12519968636153,13.225833,12675,167300,59326,0.0041025641025641026,0.015463510848126232,0.01088757396449704,0.9606311637080868,8.6,10,18.5,KY,ohio_valley
18067,28.596033400520923,12.502678999999999,63167,108300,45003,0.008263808634255227,0.06155112637928032,0.02015292795288679,0.8954517390409549,8.8,10.7,24.2,IN,ohio_valley
13223,27.160259536591994,11.760156120784846,99230,149600,62348,0.009180691323188552,0.15657563236924318,0.042678625415700895,0.7759750075581981,8,7.7,21.4,GA,southeast
54103,28.335730957699212,14.095725999999999,13119,82200,36636,0.0021343090174555986,0.0010671545087277993,0.004802195289275097,0.9863556673526945,4.1,9,14.4,WV,ohio_valley
19193,27.853777523062266,10.66,74958,94700,44343,0.022746071133167907,0.021411990714800287,0.10453854158328664,0.8226473491822087,6,5.1,16.5,IA,upper_midwest
10001,28.32639677065434,9.571145385686584,121931,207500,53183,0.020946272892045502,0.2243071901321239,0.0472890405229187,0.6824023423083547,5.8,7.9,17.3,DE,northeast
37071,27.641088286320432,10.869126347418625,156845,120800,43253,0.011463546813733303,0.13990882718607542,0.048283337052504066,0.7873569447543753,10.4,10.8,25,NC,southeast
13047,29.94407860059896,11.072994894005303,48002,132600,46544,0.011666180575809341,0.019228365484771467,0.01833256947627182,0.9377525936419315,6.2,5.4,21.8,GA,southeast
13089,27.500115637605884,12.505578055472334,526757,190000,51349,0.05283081193035878,0.5154558933246259,0.08907522823616962,0.32526572973876,10.6,10.2,19.1,GA,southeast
48215,28.68594962928854,9.726923,506285,73000,31879,0.010168185903196816,0.004112308284859319,0.8819459395399825,0.10102215155495423,7.4,9.8,26,TX,south
48355,27.49577982318336,10.197222,251968,103900,43280,0.017216471932943865,0.03647685420370841,0.5675125412750825,0.3672966408432817,7.5,6.8,19.1,TX,south
13115,27.878494086950226,12.562952354350298,72872,118300,41066,0.012569985728400483,0.1321357997584806,0.07377319134921506,0.7708722142935558,7.6,7.8,21.8,GA,southeast
17193,27.487882815577255,11.268333,11600,62900,39728,0.0020689655172413794,0.0025,0.008706896551724137,0.979396551724138,6,7.8,17.5,IL,ohio_valley
17167,29.27631925306119,11.466379,150649,118900,52232,0.016296158620369202,0.09987454281143586,0.014636671999150343,0.8564079416391746,4.8,7.8,16.4,IL,ohio_valley
13015,26.10863460625259,11.940282103030075,73357,146800,49216,0.0071022533636871735,0.09590086835612144,0.06142563081914473,0.8224709298362801,7.2,6.2,28.5,GA,southeast
34007,27.93926739409798,10.652998759366312,388540,223700,60976,0.05039635558758429,0.17506048283317033,0.12229886240798889,0.6383126576414269,8,8.6,17.8,NJ,northeast
06001,26.03297711173357,8.594475996076191,1169650,590900,69384,0.2630333860556577,0.12242465694865985,0.19764288462360535,0.3735185739323729,NA,NA,13.9,NA,NA
39113,28.365313516253497,13.64827895879197,411874,119100,43965,0.017226141975458513,0.19352034845608124,0.01852265498671924,0.7539902980037584,7.8,10.4,15.8,OH,ohio_valley
13083,26.11385825398691,10.475825580100206,13047,123400,39760,0.0068981375028742235,0.009887330420786388,0.013566337088985974,0.9554686901203342,8.5,5.8,15,GA,southeast
51095,25.779193614896702,9.123403999999999,52624,348600,73903,0.022328215262997872,0.12515202189115232,0.037359379750684096,0.7983809668592278,3.5,3.6,19,VA,southeast
28001,29.432544439144873,10.418182,25102,77500,27096,0.0043422834833877775,0.491036570791172,0.08134809975300773,0.41411042944785276,10.7,12.8,25.3,MS,south
51570,22.76140365796491,9.726763497430172,13523,187700,50571,0.03364638024107077,0.08666715965392295,0.030466612438068474,0.8330991643866006,4.8,5.3,15.5,VA,southeast
13063,27.790551342345214,13.116141683478439,184445,127800,43311,0.05256309468947383,0.637946271246171,0.11836048686600341,0.17480549757380248,11.9,11.8,25.3,GA,southeast
01083,29.946539416334335,11.371531066077175,62923,122300,46682,0.009869205219077285,0.12742558364985776,0.04303672742876214,0.802647680498387,NA,NA,25,NA,NA
51059,25.118250758775375,10.247177396020376,819078,507800,105416,0.1748771179301605,0.08644475861883728,0.14521693904609817,0.5685941998197974,4.2,3.7,14.8,VA,southeast
55003,26.51695866263383,5.266667,12413,103000,38111,0.0028196245871263998,0.0023362603721904453,0.013453637315717392,0.8634496092805929,7.8,9.1,14,WI,upper_midwest
49035,26.873996663044036,9.384185535303194,729874,237500,58004,0.03516223348139542,0.012648758552846107,0.14692124942113297,0.7723524882376959,5.1,5.4,17.2,UT,southwest
22071,28.07404242584291,9.868544683617946,270614,184100,37468,0.029839550060233394,0.5574434434286475,0.054247008654393344,0.34163790491253226,10.9,11.3,17.2,LA,south
30031,25.899009727146968,7.576725123185254,70780,277300,50136,0.011415654139587453,0.0025996044080248658,0.02277479513987002,0.9422011867759253,3.4,4,4.9,MT,rockies
42091,26.767630226310498,9.916982476379475,616375,297200,76380,0.06183735550598256,0.08117460961265463,0.0369450415737173,0.8086343540863922,4.7,4.9,11.7,PA,northeast
24033,28.572585235345173,10.517582984348328,657421,327600,71260,0.04387295203530158,0.626104125058372,0.13484662035438477,0.1733805278504946,6.5,8.2,15.4,MD,northeast
17041,29.27534730347609,10.578571,14806,93000,46941,0.00405241118465487,0.0021612859651492637,0.048628934215858434,0.9375253275699041,5.6,4.3,30.9,IL,ohio_valley
37195,29.849437202137917,10.057879033126586,61182,111100,38596,0.0077964107090320684,0.37444019482854435,0.07603543525873623,0.5315779150730607,9.8,10.2,28.8,NC,southeast
55089,26.75907927584109,9.526713396842979,66023,255600,74996,0.015146236917437862,0.012450206746133924,0.017266710085879163,0.9469427320782152,3.4,4.7,11.5,WI,upper_midwest
38015,26.70518829749988,7.665546,62965,152900,53465,0.004510442309219408,0.005320416104184864,0.009735567378702454,0.9394743111252283,2.1,2.5,10.9,ND,rockies
13241,27.36307715386807,8.688073,12847,175700,34406,0.004514672686230248,0.005604421265665136,0.06375029189694092,0.9128979528294543,5.6,11,16.2,GA,southeast
24043,27.911405944140494,10.769659603341452,113651,238000,52994,0.012828747657301739,0.0924320947461967,0.027707631257094086,0.853305294278097,5.2,7.3,20.8,MD,northeast
19049,28.138815678433467,10.039761424244013,46914,176600,67037,0.0237455770132583,0.01146779213028094,0.04908982393315428,0.9078952977789146,2.8,3.9,10.2,IA,upper_midwest
37155,29.247513765062326,10.592562,98241,69200,29667,0.007685182357671441,0.23880050080923443,0.0674260237579015,0.30436375851223013,8.1,9.2,29.3,NC,southeast
18173,27.608695320665394,12.951060863289943,44258,140200,62354,0.014008766776627954,0.011997830900628136,0.011500745627909079,0.9538162592073749,4.6,5.5,21,IN,ohio_valley
26049,28.997263738301008,8.844261999999999,319211,118000,43483,0.009169483507773855,0.19034745043247256,0.024472840848216385,0.7564025049262086,11.5,14.7,20.5,MI,upper_midwest
37067,27.333719310944197,10.780088030888068,265269,149000,46749,0.01757084318182675,0.24868341193279275,0.09193686408890597,0.6283659228933649,6.8,7.6,18.7,NC,southeast
27139,26.39270369871659,9.187065507234092,90700,274300,82190,0.053880926130099226,0.0211135611907387,0.036427783902976844,0.8693384785005512,4.3,5.4,16.6,MN,upper_midwest
27141,28.5492006851051,8.171552,62722,226300,71704,0.013456203564937343,0.018621855170434617,0.018159497465004306,0.9364337871879086,5.2,7.1,18.2,MN,upper_midwest
39099,28.414363795377756,12.327143081624198,187485,98400,40123,0.006864549163933115,0.13925380697122436,0.039400485372163105,0.8030722457796624,7.3,11.4,17.5,OH,ohio_valley
01121,29.214820909947527,11.547315898545431,63006,87000,36948,0.00407897660540266,0.3020982128686157,0.018950576135606134,0.6637939243881535,NA,NA,22.3,NA,NA
34017,27.423949372997757,10.025166211506408,503104,383900,55275,0.1389255501844549,0.10661215176186235,0.39880819870245515,0.33430264915405167,9.3,7.8,15.2,NJ,northeast
09005,26.44662429517907,6.191306788414601,148975,285800,69639,0.013854673602953515,0.011324047659003189,0.035737539855680484,0.9286054707165632,NA,NA,11.4,NA,NA
37157,28.79642753506605,10.255959867026512,72854,101000,39231,0.004186455101984792,0.18506876767233096,0.04185082493754633,0.7569110824388503,8.7,9.8,27.9,NC,southeast
34035,26.02983302096056,8.003139213220674,242609,431200,97440,0.13478889901034175,0.08258968133910943,0.1200738637066226,0.6492710493015511,5.1,5.4,12.6,NJ,northeast
05045,28.590548019876902,11.015965999999999,85495,127500,45287,0.012024094976314405,0.09495292122346335,0.032996081642201296,0.8413474472191356,NA,NA,5.8,NA,NA
54005,28.577759618425883,12.361467276336054,19004,76400,39783,7.893075142075352e-4,0.004998947589981056,0.0034729530625131552,0.9853188802357399,4.5,7.7,24.8,WV,ohio_valley
51009,28.773595357998886,9.804274,25413,142200,44757,0.004721992680911344,0.188761657419431,0.01664502420021249,0.7679140597332074,4.7,5.4,15.5,VA,southeast
36071,26.948582918645485,8.154385999999999,271284,312100,69523,0.023705784344082218,0.08975096209138762,0.1592722018253933,0.7096585128500023,5.1,6.4,15.1,NY,northeast
22005,27.480957894919623,10.405322807311444,76460,164200,63716,0.009207428720899817,0.21086842793617577,0.04238817682448339,0.7273476327491499,5.6,4.1,24.9,LA,south
45031,30.095753289956217,10.694512960268833,52023,81800,38379,0.002691117390385022,0.39061568921438594,0.014147588566595544,0.5835111393037695,10.6,11.4,26.5,SC,southeast
48141,27.946165354991432,8.059828689805038,559834,101800,36333,0.010988971730905947,0.027202706516574558,0.797900806310442,0.15376700950638938,6.9,6.4,18.1,TX,south
34021,26.634859144496836,9.22280203842478,283531,309300,71217,0.08414600167177487,0.18626181969520086,0.13689155683152812,0.5777498756749703,7.6,7.6,14.5,NJ,northeast
06085,26.34170468821276,9.569903,1352097,701000,86850,0.32182010610185513,0.02490797627684996,0.2381678237582067,0.38615794576868373,NA,NA,15.2,NA,NA
13255,30.118243524046097,13.366071,47862,124400,41100,0.008796122184614098,0.3028707534160712,0.033680163804270614,0.6429944423551043,10.1,10.6,31.6,GA,southeast
39019,27.36275961203366,14.103117166969668,22199,110300,43148,0.0019370241902788414,0.0038290013063651514,0.00603630794179918,0.9783323573133925,5.1,7.5,19.5,OH,ohio_valley
47007,27.416875298654272,13.373332999999999,10108,99700,29729,7.914523149980214e-4,0.04036406806489909,0.01701622477245746,0.9287692916501781,8.8,11.5,11.1,TN,ohio_valley
39153,27.47623664834128,12.68039885617772,418206,141200,47926,0.02078879786516693,0.1306963553846669,0.012926643807118979,0.8217266132001932,7.5,8.4,15,OH,ohio_valley
37121,26.741789320335883,9.806159263528258,12544,105000,32743,0.0027104591836734694,0.0030293367346938774,0.031568877551020405,0.9522480867346939,10.8,5.6,5.7,NC,southeast
06007,26.623449787576416,7.987931,173832,265400,43170,0.035039578443554695,0.013904229370886834,0.11707280592756224,0.7911374200377376,NA,NA,9.2,NA,NA
36053,26.4668614784566,7.6333329999999995,57437,111700,53345,0.008217699392377736,0.01895990389470202,0.01593049776276616,0.941692637150269,5.3,5.7,6.7,NY,northeast
37093,29.620154369191376,11.387603,32767,116900,42927,0.011230811487166967,0.336558122501297,0.10275582140568254,0.4359569078646199,8.5,11.6,29.6,NC,southeast
42011,27.006565804992743,10.053376,313306,170400,53470,0.012288306001161804,0.037627750505895195,0.1290176377088214,0.8117431520622012,6,7.2,16.1,PA,northeast
